gene_name,789,66,151,405,115,1754,492,709,637,794,276,250,12,R29425B,R34914A,Rou7776B,Rou6223B,R9288,14501,21868
RP11-157G21.2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0
CD163,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPDHP31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIFKP3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-444J21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-444J21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-444J21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-444J21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-444J21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOBEC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
GDF3,2,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
DPPA3,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,4,0
CLEC4C,0,0,0,6,64,0,8,18,38,30,4,11,8,8,2,0,0,3,25,8
NANOGNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANOG,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A14,310,24,32,1,2,1,79,2,107,1,2,0,6,236,1,2,93,186,78,0
RP11-277J24.7,0,0,0,0,5,0,2,0,0,0,0,0,4,0,0,0,0,2,0,2
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa_SRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-277J24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-815D16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANOGP1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0
RP11-277E18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A3,9697,2586,2444,7757,22726,10263,8176,11910,7953,5585,6508,2201,6334,7852,14666,6539,5858,13799,7378,2575
RP11-69M1.9,0,0,0,1,0,0,2,2,1,1,0,0,0,0,0,0,6,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-69M1.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
RP11-69M1.8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPD1P12,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
RP11-69M1.4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
FOXJ2,1893,805,1007,1110,1638,1816,1062,1121,867,860,1160,713,1352,1027,1719,1231,1746,1808,985,1082
C3AR1,0,2,6,0,0,0,14,4,0,0,0,0,4,0,0,2,2,0,0,16
NECAP1,1528,828,1191,1071,2084,1546,1256,1199,984,1056,884,984,1556,1180,1944,1420,1323,1555,813,1102
RP11-69M1.6,37,14,4,13,30,16,38,33,11,16,6,23,53,14,24,20,50,23,32,23
RP11-266K4.15,0,0,2,7,8,13,2,2,0,5,0,2,3,0,5,3,4,9,10,3
CLEC4A,0,2,2,4,7,6,2,1,2,0,0,0,0,0,2,4,4,2,4,0
POU5F1P3,6,2,10,18,80,21,12,23,5,13,10,3,12,5,29,20,6,7,19,11
RP11-266K4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCSHP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ZNF705A,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM66C,55,32,43,46,9,59,13,10,24,14,27,11,25,30,36,19,38,61,41,52
DEFB109F,0,0,0,1,0,4,0,0,0,2,0,2,5,0,0,1,1,0,0,0
RP11-266K4.13,0,0,1,5,0,0,0,0,4,2,0,0,0,0,0,4,0,3,4,0
RP11-266K4.14,3,10,0,2,0,37,12,0,18,0,4,0,5,2,14,2,42,23,9,2
FAM90A1,65,61,24,22,8,46,110,10,50,46,0,4,39,24,18,18,57,73,166,9
ALG1L10P,6,8,1,2,0,3,5,0,27,2,0,0,5,6,3,0,13,20,9,5
FAM86FP,60,15,16,29,8,57,32,4,36,19,10,6,43,15,36,3,22,78,51,33
LINC02449,43,21,22,22,21,50,48,5,81,24,0,7,16,18,23,12,76,141,120,23
RP11-90D4.7,2,2,0,4,0,0,11,2,0,3,0,1,5,0,8,0,8,12,0,4
ENPP7P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,13,0,0
RP11-90D4.8,0,0,0,0,0,1,0,0,4,0,0,0,0,0,4,0,4,6,0,0
LINC00937,16,1,2,8,0,4,2,1,0,4,1,0,3,4,2,9,13,148,2,3
RP11-113C12.4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0,0,2,0
RP11-90D4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
RP11-90D4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RPS3AP43,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0
RP11-90D4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-90D4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-113C12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7E140P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7E148P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7E149P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC6A,4,1,6,0,0,2,0,0,0,4,0,0,0,0,0,4,0,57,0,0
RP11-113C12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-275P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
CLEC4D,0,0,2,0,0,0,0,0,0,9,0,0,6,0,0,0,0,13,0,0
SUPT4H1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
CLEC4E,0,0,0,0,0,0,0,0,0,8,0,0,0,14,0,4,2,0,0,0
RP11-561P12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG10010137144.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AICDA,9548,4409,1071,3132,1534,2208,967,1435,1600,1170,1144,897,1326,3070,7090,2604,24714,16005,2225,2126
RP11-438L7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HADHAP2,2,1,1,1,1,6,0,0,0,2,0,1,9,2,3,2,2,0,0,1
MFAP5,6,18,0,41,13,45,10,38,31,10,41,14,14,37,20,8,9,4,2,6
RP11-20D14.3,0,2,0,0,2,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0
RP11-20D14.4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
RIMKLB,1830,373,125,1587,363,601,154,220,317,318,135,111,446,723,785,258,1520,4408,130,78
RPSAP51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
A2ML1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-20D14.6,12,0,0,103,0,14,61,0,4,0,16,2,0,26,237,0,0,0,0,0
A2ML1-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A2ML1,1,3,0,0,0,0,2,2,2,0,2,0,0,4,0,2,0,7,0,0
RP11-259O18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHC1,590,220,125,318,143,191,188,80,202,200,215,87,99,297,404,138,537,593,83,127
M6PR,7574,3866,3837,4910,5986,6223,4769,3685,4254,3949,3675,3598,5312,4061,5873,4345,7375,8466,3591,3653
KLRG1,42,45,65,28,48,48,46,24,20,32,22,37,40,3,18,8,60,44,31,39
RP11-259O18.4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HNRNPA1P34,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VDAC2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
LINC00612,2,0,0,3,0,0,0,0,0,0,0,0,4,2,0,0,6,0,2,0
A2M-AS1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,2,2,10,13,0,0
A2M,22,24,10,14,2,4,28,13,21,18,12,31,16,102,46,12,66,7,2,20
KRT17P8,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0
BTG1P1,6,0,0,0,2,0,0,0,1,2,0,0,2,0,0,0,0,2,0,0
PZP,5,0,0,3,0,6,8,0,3,0,0,2,0,0,0,0,0,7,8,0
TPT1P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2MP1,0,0,0,0,0,0,0,0,8,0,0,0,2,4,0,0,0,3,0,6
MIR1244-3,102,18,42,38,66,74,55,56,17,61,71,70,58,38,83,31,87,57,47,28
PTMAP4,127,41,39,92,105,184,126,116,74,95,127,108,91,83,150,62,150,143,110,89
LINC00987,0,6,1,3,2,6,9,2,11,7,0,2,4,2,4,0,8,0,0,6
RP11-118B22.2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
RP11-22B23.1,511,95,191,386,907,433,287,267,205,210,247,298,469,397,334,312,231,540,290,231
SNORA75,0,0,0,0,7,8,4,0,1,0,4,2,2,7,6,4,0,6,2,0
RP11-22B23.2,2,1,0,3,4,3,7,0,0,0,12,1,7,10,0,1,3,33,4,0
RP11-22B23.4,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,4,0
LINC02367,8,1,7,16,50,37,20,5,19,12,7,4,29,38,22,12,17,139,12,29
RP11-22B23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0
RP11-599J14.2,0,0,6,16,7,61,14,16,23,5,0,9,28,20,31,12,31,53,12,33
CTD-2318O12.1,1,0,1,16,5,31,11,2,16,1,5,12,33,18,35,36,15,87,18,12
DDX12P,196,91,116,308,1051,373,312,254,209,220,162,214,347,331,355,231,179,696,296,182
SNORA75,4,0,0,1,13,0,0,0,5,0,0,0,8,3,0,0,0,3,0,2
RP11-726G1.2,0,4,7,5,23,16,12,18,27,10,0,4,4,29,44,16,36,64,14,10
OVOS,6,10,5,10,49,12,8,12,2,14,8,9,8,15,2,0,0,20,21,0
RP11-525E9.1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
KLRB1,0,0,0,0,2,0,2,0,3,0,0,0,2,0,2,2,2,2,0,7
RNU6-700P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOT2P3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
RP11-705C15.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
RP11-705C15.4,0,4,0,0,9,6,4,6,0,0,0,2,0,1,7,4,7,32,0,2
RP11-705C15.2,248,109,54,106,378,179,95,64,78,120,98,86,199,65,199,181,235,200,48,87
RP11-705C15.3,250,109,93,186,339,230,130,146,121,129,106,96,225,178,360,331,501,521,76,137
CLEC2D,5807,2941,9594,3401,11342,8594,7491,2463,3972,5466,2616,3848,9137,10339,12592,14696,12117,15797,1792,10110
NPM1P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02390,2,2,8,6,24,12,13,0,2,10,1,19,16,4,12,31,20,43,2,30
CLECL1,1533,763,1422,526,2225,1645,1687,467,491,1029,258,970,1518,1326,1090,1934,1346,4181,120,1689
CD69,5059,1024,2543,2029,5147,3621,1319,2038,3182,3694,2381,1300,4034,2887,1807,4504,1137,3241,584,1270
GCNAP1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
KLRF1,32,0,12,16,2,2,8,0,0,10,0,4,56,29,10,4,2,0,0,53
CLEC2B,760,201,179,309,1039,788,841,56,737,270,256,150,1858,628,861,451,78,56,131,39
RP11-290C10.1,4,15,8,12,18,10,28,0,4,14,2,6,14,1,8,5,4,0,2,0
KLRF2,0,0,4,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,20
CLEC2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
LINC02470,0,0,2,0,0,4,0,0,10,0,0,0,0,10,0,25,0,4,0,0
CLEC12A-AS1,4,0,3,2,0,0,3,0,14,0,0,2,0,6,0,0,0,2,0,15
CLEC12A,0,0,13,1,0,0,8,0,0,0,0,2,0,12,6,0,4,0,0,39
CLEC1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC12B,0,6,0,2,2,0,0,0,0,8,0,0,14,0,3,0,0,0,0,0
RP11-133L14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC9A,4,0,2,0,0,2,0,0,0,0,0,4,0,4,0,2,0,0,0,0
RP11-133L14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC1A,0,0,0,0,0,0,0,0,0,6,4,2,4,0,0,6,0,0,0,0
RN7SKP161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPABP1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
CLEC7A,6,2,35,0,2,0,1,0,4,4,0,0,0,6,0,0,0,4,0,0
OLR1,47,0,0,20,2,0,2,0,8,16,0,4,2,0,0,4,4,0,0,0
TMEM52B,62,0,8,1,2,0,4,0,10,6,2,5,0,2,2,0,0,0,0,0
GABARAPL1,212,223,205,300,178,127,328,77,289,193,92,157,206,329,435,270,464,66,136,196
GABARAPL1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRD1,0,0,0,0,11,0,4,0,22,2,2,8,4,0,0,0,10,0,0,0
LINC02617,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRK1-AS1,38,92,17,38,33,16,0,6,32,25,19,49,31,39,31,20,47,0,20,47
KLRK1,0,0,3,2,8,0,0,0,0,1,3,1,1,1,0,0,2,0,0,0
KLRC4-KLRK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-277P12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRC3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRC2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
KLRC1,0,16,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
EIF2S3B,30,9,15,12,330,430,30,221,13,5,16,20,21,13,351,20,16,21,11,207
SLC25A39P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02446,0,8,1,72,20,0,6,0,2,0,36,0,12,31,8,4,18,2,2,0
KLRA1P,113,62,115,225,227,206,204,185,227,157,29,133,183,120,174,127,235,322,282,206
MAGOHB,744,443,1039,543,717,735,1112,614,420,649,364,969,743,400,657,621,1030,943,692,919
STYK1,4,4,4,17,6,0,14,0,2,0,0,2,0,0,0,0,6,0,1,0
YBX3,14637,9340,8923,8858,11482,13250,8129,8213,9199,6863,4694,7141,14831,10731,16476,10070,12972,11722,7436,7373
LINC02366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
HSPE1P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRH1,0,0,1,16,9,11,2,7,6,2,4,0,1,5,7,4,1,0,3,1
TAS2R10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-144O23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRH1-PRR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R15P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R63P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R64P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R43,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,3,0
RP11-673D15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-785H5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMIM10L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-144O23.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-711K1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRB3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RP11-711K1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIGD1AP8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
RP11-434C1.4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
RP11-434C1.5,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,4
DDX55P1,0,1,0,4,5,8,0,0,0,0,0,0,0,4,4,8,0,11,0,0
RP11-434C1.6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
RP11-434C1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-60P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01252,41,35,70,11,58,64,41,83,87,41,2,4,20,19,35,76,26,85,54,22
ETV6,4539,3389,4150,2693,4153,4972,3446,2376,3626,3698,3125,2358,4364,3076,5585,2312,5832,4940,2442,3322
BCL2L14,142,546,135,61,135,155,296,15,115,115,72,242,201,86,164,38,481,30,39,12
PTMAP9,9,7,10,17,24,19,11,11,7,15,25,20,12,11,19,13,22,18,17,15
MIR1244-4,2,1,1,1,1,6,1,0,0,0,0,2,0,3,2,1,1,4,2,0
LRP6,712,1244,794,484,101,557,627,211,677,192,146,119,599,222,227,770,1018,748,639,90
RP11-267J23.1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0,0
RNU6-545P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-757G14.3,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0
RNU6-318P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANSC1,0,37,2,0,0,0,4,6,2,2,0,5,0,0,0,1,6,2,0,0
RPL23AP66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOH12CR2,11,36,3,15,47,5,12,10,14,10,8,13,20,11,17,13,52,24,44,12
BORCS5,753,972,385,423,993,477,752,453,445,456,416,446,714,561,955,638,1042,857,424,471
RP11-253I19.4,6,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0
DUSP16,5993,5444,3834,3776,8689,5383,4949,3999,5395,3620,3713,2325,5833,5147,9094,6956,6062,6522,4024,5359
RP11-253I19.3,0,0,0,0,6,6,17,2,0,2,0,4,4,4,3,9,10,6,6,0
RP11-158N24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CREBL2,1798,1822,1633,1424,2447,2149,2024,1304,1726,1533,1269,1132,2141,1455,2234,1675,2529,2282,1335,1314
RPL21P136,2,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,6,0,2
RP11-180M15.6,14,4,4,0,2,9,0,2,6,2,0,0,0,6,0,2,2,0,2,4
GPR19,65,57,15,132,165,152,129,58,69,46,23,37,84,41,85,92,269,192,192,150
RP11-180M15.3,5,2,0,3,6,10,10,4,2,8,0,1,6,4,2,2,0,9,13,6
CDKN1B,3406,1683,1481,3139,7825,3423,3068,3497,3521,2048,2330,1265,3640,2653,5620,4044,4182,5920,4011,2836
RP11-180M15.4,1,0,0,3,0,0,0,3,6,0,4,0,0,0,0,0,4,2,0,2
APOLD1,203,258,110,165,287,164,266,248,207,110,135,95,226,126,344,142,371,231,351,117
MIR613,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
STX8P1,1,0,0,0,2,1,0,0,3,0,0,2,2,0,2,0,2,0,1,0
DDX47,209,62,116,109,463,247,132,226,187,74,189,112,358,168,578,189,129,146,104,98
RP11-59H1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
RP11-392P7.1,7,4,0,4,2,2,4,4,2,1,7,1,6,4,4,5,2,9,0,4
RPL13AP20,40,3,2,4,4,12,9,5,11,4,14,7,10,8,13,23,6,16,5,1
GPRC5A,8,4,2,23,78,152,23,41,22,14,101,2,36,89,624,109,116,26,27,51
MIR614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPRC5D-AS1,0,0,105,54,20,64,43,44,28,20,0,0,2,18,69,71,0,115,68,2
GPRC5D,8,0,16,4,6,7,11,22,12,10,0,10,6,2,1,13,0,53,0,0
RP11-392P7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG10010134689.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
HEBP1,8,0,142,88,6,187,29,50,53,52,32,4,36,27,89,97,14,63,30,22
HTR7P1,0,0,24,0,0,10,0,0,0,154,2,6,0,2,0,0,0,4,1,0
RP11-377D9.3,0,0,0,0,0,1,6,3,0,0,0,0,0,0,4,18,0,9,1,0
RP11-377D9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM234B,83,45,405,146,396,397,165,159,164,139,131,63,108,119,175,216,124,187,148,322
GSG1,0,0,12,0,0,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0
EMP1,28,2,28,9,4,0,4,0,18,2,2,7,6,2,8,20,18,24,26,16
RP11-161A14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRIN2B,2,2,2,0,2,0,4,0,0,2,2,0,0,0,0,0,0,2,0,0
RNA5SP353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-590P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-4N23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-4N23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-154I21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-72J9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-298E10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-134N1.2,0,0,0,0,0,4,0,10,2,14,14,12,3,14,8,0,27,1,2,14
MRPS18CP4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-491P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNAI2P1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
RPL30P11,2,12,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,2,10,0
ATF7IP,7542,3351,3352,4189,6623,6575,4113,4209,4146,3967,3885,3016,5310,3722,4577,5174,4469,5930,2494,3260
PLBD1,0,14,4,48,90,7,20,10,12,31,4,0,0,30,73,26,25,6,7,3
RP11-502N13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
RN7SKP134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLBD1-AS1,0,8,0,10,2,4,10,0,6,0,8,0,0,1,11,0,22,0,0,0
GUCY2C,2,5,8,0,10,0,11,6,2,2,0,2,0,2,4,0,9,6,5,8
RP11-174G6.1,0,0,0,0,5,0,2,2,3,2,0,0,2,0,2,0,0,10,0,4
RP11-174G6.5,412,213,633,461,696,712,525,503,549,569,258,566,243,184,294,364,511,606,506,409
H4-16,125,111,194,249,274,264,226,226,190,181,105,213,125,51,133,126,263,320,182,154
H2AJ,478,627,505,324,643,391,350,212,353,284,369,248,409,408,606,430,586,727,337,183
WBP11,8949,5078,4668,4463,9939,6508,6164,4428,3499,4200,4854,4296,5853,4971,8362,5151,8711,7707,4388,4188
C12orf60,90,95,99,72,79,84,87,76,63,80,49,103,90,118,122,66,142,107,127,63
